RADIO,PERSONAS,decil_NSE
020072403,1214,4
020072404,1036,3
020072405,931,3
020072406,1059,4
020072407,852,4
020072408,877,2
020072409,950,4
020072410,962,4
020072411,1040,3
500070101,947,8
500070102,882,7
500070103,703,9
500070104,519,9
500070105,571,8
500070106,664,8
500070107,704,8
500070108,668,9
500070109,634,8
500070110,322,9
500070111,349,10
500070112,391,10
500070113,395,9
500070114,411,9
500070115,411,9
500070116,466,10
500070117,427,10
500070201,1065,7
500070202,763,7
500070203,1123,5
500070204,876,5
500070205,778,5
500070206,1053,6
500070207,785,8
500070208,585,8
500070209,806,7
500070210,754,6
500070211,963,8
500070212,470,6
500070213,808,6
500070214,750,8
500070215,517,5
500070301,757,7
500070302,841,6
500070303,743,8
500070304,637,7
500070305,266,9
500070306,305,8
500070307,218,8
500070308,282,9
500070309,296,9
500070310,458,8
500070311,699,9
500070312,402,9
500070313,585,8
500070314,310,8
500070315,427,10
500070316,381,9
500070317,163,10
500070401,881,10
500070402,398,9
500070403,230,9
500070404,339,10
500070405,268,9
500070406,115,8
500070407,316,9
500070408,279,10
500070409,392,10
500070410,261,10
500070411,315,10
500070412,710,10
500070501,665,9
500070502,672,9
500070503,739,10
500070504,352,10
500070505,511,10
500070506,770,10
500070507,399,10
500070508,734,10
500070509,762,10
500070510,767,10
500070511,548,10
500070512,319,10
500070601,612,9
500070602,581,9
500070603,691,9
500070604,620,9
500070605,504,9
500070606,1255,8
500070607,794,9
500070608,949,10
500070609,498,8
500070610,846,9
500070611,358,9
500070701,643,7
500070702,1018,6
500070703,714,7
500070704,669,8
500070705,656,6
500070706,784,9
500070707,666,9
500070708,485,7
500070709,452,9
500070710,831,7
500070711,924,9
500070801,562,10
500070802,521,9
500070803,1020,9
500070804,277,10
500070805,472,9
500070806,571,9
500070807,594,10
500070808,401,10
500070809,528,10
500070810,631,10
500070811,309,10
500070901,579,10
500070902,564,10
500070903,567,10
500070904,700,10
500070905,697,10
500070906,672,10
500070907,647,10
500070908,681,10
500070909,264,10
500070910,656,10
500070911,583,10
500070912,340,10
500071001,1179,10
500071002,741,7
500071003,921,10
500071004,1587,2
500071005,1244,1
500071006,1614,1
500071007,612,6
500071008,1174,1
500071009,1259,1
500071010,1376,1
500071011,745,2
500071012,583,6
500071013,12,9
500071014,1057,1
500071015,644,1
500071016,476,1
500071017,1016,8
500071018,1373,NA
500071019,1190,10
500071020,848,8
500071021,1026,1
500071022,517,1
500071101,643,10
500071102,878,9
500071103,764,9
500071104,796,7
500071105,825,8
500071106,1019,8
500071107,770,8
500071108,985,9
500071109,676,10
500071110,853,9
500071111,575,8
500071112,510,9
500071113,500,8
500071201,340,10
500071202,224,10
500071203,349,10
500071204,259,9
500071205,314,10
500071206,426,10
500071207,290,9
500071208,401,9
500071209,479,10
500071210,541,10
500071301,1530,1
500071302,1124,2
500071303,1314,3
500071304,1215,2
500071305,748,2
500071306,1039,1
500071307,1336,1
500071308,1148,1
500071309,1365,2
500071310,5,NA
620070501,611,3
620070502,470,5
620070503,855,6
620070504,402,10
620070505,429,9
620070506,496,9
620070507,519,9
620070508,481,9
620070509,429,10
620070510,938,7
620070511,541,7
620070608,1352,7
620070609,1083,8
620070610,820,1
620070611,603,1
620070612,1076,6
620070613,369,8
620070614,455,1
620070701,542,7
620070702,717,7
620070703,602,5
620070704,1115,2
620070705,1095,4
620070706,681,2
620070707,1443,4
620070708,1455,5
620070709,436,6
620070710,179,4
620070711,2124,5
620070712,803,2
620070713,919,4
620070801,459,10
620070802,413,8
620070803,79,6
620070804,979,3
620070805,1143,3
620070806,1325,2
620070807,668,3
620070808,715,3
620070809,455,10
620070810,889,7
620070811,907,3
620070812,535,3
620070813,642,10
620070814,546,10
620070815,472,9
620070816,429,8
620070817,411,9
620070818,497,3
620071001,441,9
620071002,449,10
620071003,612,9
620071004,432,10
620071005,537,8
620071006,483,8
620071007,621,8
620071008,436,7
620071009,410,6
620071010,395,9
620071011,395,7
620071012,618,2
620071013,672,5
620071101,1172,5
620071102,547,8
620071103,1139,4
620071104,1074,7
620071105,436,4
620071106,670,5
620071107,756,5
620071108,830,1
620071109,935,1
620071110,667,2
620071111,1182,1
620071112,1276,1
700070101,1288,6
700070102,1407,5
700070103,1166,2
700070104,936,6
700070201,1237,1
700070202,914,4
700070203,786,3
700070204,2020,1
700070205,1749,3
700070206,1320,2
700070207,672,2
700070302,885,4
700070303,478,3
700070306,1106,1
700070307,1387,1
700070308,1116,2
700070401,632,1
700070403,1249,2
940071001,1324,9
940071002,435,7
940071003,1297,7
940071004,1214,3
940071005,1122,4
940071006,1129,7
940071007,1170,5
940071008,970,5
940071009,1026,7
940071010,1006,6
940071011,1148,4
940071012,987,3
940071013,977,4
940071101,887,10
940071102,962,9
940071103,950,9
940071104,1384,7
940071105,877,9
940071106,876,5
940071107,527,9
940071108,513,8
940071109,770,5
940071110,680,2
940071111,1056,2
940071112,968,3
940071113,1078,2
940071201,689,8
940071202,823,6
940071203,563,8
940071204,1152,7
940071205,1291,5
940071206,1171,6
940071207,1051,7
940071208,1164,2
940071209,1031,9
940071210,963,4
940071211,674,4
940071212,945,2
940071213,858,4
940071301,1015,8
940071302,1050,7
940071303,1146,4
940071304,1062,6
940071305,1043,2
940071306,383,2
940071307,1140,7
940071308,873,3
940071309,899,3
940071310,632,2
940071311,963,4
940071312,958,3
940071313,1119,5
940071314,577,2
940071401,1164,1
940071402,1366,1
940071403,1335,1
940071404,1054,2
940071405,1123,4
940071406,817,9
940071407,1041,3
940071408,1012,1
940071409,1218,1
940071410,987,2
940071411,963,1
940071412,1069,1
940071413,751,1
940071414,911,1
940071415,814,2
940071416,282,1
020080101,1147,1
020080102,1625,1
020080103,1321,1
020080104,1894,1
020080105,1762,1
020080106,2255,1
020080107,1451,1
020080108,1183,1
020080109,2671,1
020080110,1514,1
020080111,665,1
020080112,3404,1
020080201,1282,1
020080202,535,1
020080203,515,1
020080204,800,1
020080205,561,1
020080206,698,1
020080207,1226,1
020080208,910,1
020080209,829,1
020080210,540,2
020080301,951,1
020080302,791,2
020080303,580,1
020080304,791,1
020080305,728,2
020080306,397,1
020080307,764,2
020080308,1901,1
020080309,2007,1
020080310,1696,1
020080401,899,1
020080402,622,1
020080403,663,2
020080404,663,2
020080405,960,2
020080406,1084,1
020080407,836,1
020080408,859,1
020080409,770,2
020080410,883,2
020080411,743,3
020080501,807,2
020080502,776,1
020080503,821,1
020080504,872,2
020080505,617,2
020080506,831,1
020080507,1024,1
020080508,624,2
020080509,910,2
020080510,1137,3
020080511,927,2
020080601,926,1
020080602,1197,2
020080603,1219,1
020080604,742,2
020080605,999,2
020080606,1003,1
020080607,612,1
020080608,764,2
020080609,869,2
020080610,640,1
020080611,651,1
020080701,1339,1
020080702,1629,1
020080703,1663,1
020080704,1521,1
020080705,1707,1
020080706,1392,1
020080707,2159,1
020080708,1885,1
020080709,3088,1
020080710,1035,1
020080711,1570,1
020080712,1705,1
020080713,1513,1
020080714,2062,1
020080801,864,2
020080802,924,2
020080803,682,3
020080804,809,4
020080805,613,2
020080806,945,2
020080807,856,5
020080808,640,4
020080809,735,1
020080810,899,1
020080811,927,2
020080901,801,2
020080902,883,3
020080903,1028,1
020080904,513,4
020080905,940,2
020080906,1020,1
020080907,772,2
020080908,756,3
020080909,922,2
020081001,876,2
020081002,759,2
020081003,1009,1
020081004,2202,1
020081005,2401,1
020081006,1601,2
020081007,1627,1
020081008,1196,1
020081101,2885,1
020081102,2048,1
020081103,2969,1
020081104,1915,1
020081105,1290,1
020081201,915,1
020081202,1004,4
020081203,1003,1
020081204,979,2
020081205,978,2
020081206,744,2
020081207,826,1
020081301,45,1
020081302,365,2
020081303,998,2
020081304,1064,1
020081305,963,1
020081306,657,2
020081307,728,1
020081308,893,1
020081401,1805,1
020081402,1473,1
020081403,2033,1
020081404,2705,1
020081405,1173,1
020081406,793,1
020081407,949,1
020081408,798,1
020081409,1011,1
020081410,979,1
020081501,2797,1
020081502,2428,1
020081503,2431,1
020081504,931,1
020081505,3385,1
020081506,881,1
020081507,929,1
020081508,1357,1
020081509,1722,1
020081510,1264,1
020081601,1045,1
020081602,617,1
020081603,1118,1
020081604,942,1
020081605,976,1
020081606,830,1
020081607,1041,1
020081608,804,1
020081609,915,1
020081610,934,1
020081701,576,4
020081702,620,2
020081703,666,2
020081704,780,4
020081705,448,4
020090101,530,2
020090102,444,3
020090103,613,3
020090104,749,2
020090105,737,2
020090106,809,2
020090107,683,2
020090108,683,2
020090109,751,5
020090201,824,4
020090202,767,4
020090203,819,5
020090204,982,4
020090205,1143,6
020090206,716,3
020090207,800,6
020090208,686,3
020090209,861,5
020090210,754,5
020090211,1058,3
020090212,625,3
020090301,646,1
020090302,676,3
020090303,601,3
020090304,641,4
020090305,546,2
020090306,749,5
020090307,819,4
020090308,778,5
020090309,697,5
020090310,809,6
020090311,833,3
020090312,585,4
020090313,946,2
020090401,926,3
020090402,923,2
020090403,910,3
020090404,931,3
020090405,992,2
020090406,626,2
020090407,680,3
020090408,735,2
020090409,707,4
020090410,771,4
020090411,933,4
020090501,879,2
020090502,832,3
020090503,1061,3
020090504,848,2
020090505,1006,5
020090506,841,4
020090507,798,4
020090508,834,3
020090509,792,3
020090510,847,4
020090511,900,2
020090601,1111,4
020090602,834,3
020090603,929,2
020090604,905,2
020090605,1109,3
020090606,709,2
020090607,999,4
020090608,785,2
020090609,890,7
020090610,899,2
020090611,823,2
020090612,830,4
020090701,765,4
020090702,842,4
020090703,568,2
020090704,669,4
020090705,709,4
020090706,853,3
020090707,600,2
020090708,737,3
020090709,838,3
020090710,669,2
020090711,767,2
020090712,1014,1
020090713,829,3
020090714,861,2
020090801,770,3
020090802,733,3
020090803,832,3
020090804,703,2
020090805,909,2
020090806,994,2
020090807,1066,1
020090808,1082,2
020090809,764,2
020090810,905,2
020090811,905,1
020090812,954,1
020090813,650,2
020090901,792,2
020090902,720,2
020090903,1033,2
020090904,628,2
020090905,713,2
020090906,881,3
020090907,964,3
020090908,589,1
020090909,809,2
020090910,839,2
020090911,753,2
020090912,689,3
020090913,640,3
020090914,971,3
020091001,825,2
020091002,1068,3
020091003,1131,1
020091004,626,3
020091005,883,3
020091006,810,3
020091007,669,2
020091008,931,3
020091009,459,2
020091010,760,2
020091011,586,2
020091012,520,2
020091101,1151,3
020091102,1082,3
020091103,846,2
020091104,1055,3
020091105,1224,5
020091106,959,2
020091107,1124,3
020091108,908,2
020091109,1082,3
020091110,923,2
020091111,969,3
020091112,1260,2
020091201,1042,2
020091202,546,2
020091203,858,2
020091204,810,3
020091205,803,2
020091206,1016,1
020091207,719,2
020091208,1017,2
020091209,871,2
020091210,1063,2
020091211,859,2
020091212,726,1
020091301,972,2
020091302,1112,1
020091303,1193,2
020091304,822,2
020091305,976,2
020091306,977,1
020091307,1146,1
020091401,1109,2
020091402,917,2
020091403,773,2
020091404,846,1
020091405,1880,1
020091406,2558,1
020091407,1374,1
020091408,1684,1
020091409,905,1
020091410,1804,1
020091501,579,1
020091502,875,1
020091503,863,2
020091504,865,3
020091505,949,2
020091506,1049,3
020091507,1059,1
020091508,843,1
020091509,801,2
020091510,682,2
020091511,928,1
020091601,925,1
020091602,863,2
020091603,613,1
020091604,729,1
020091605,887,1
020091606,986,2
020091607,968,1
020091608,930,1
020091609,1023,2
020091610,862,2
020091611,748,1
020091612,793,1
020091613,784,1
020100101,641,5
020100102,883,4
020100103,927,3
020100104,837,3
020100105,695,3
020100106,811,3
020100107,754,4
020100108,976,6
020100201,930,3
020100202,600,5
020100203,702,3
020100204,875,3
020100205,839,4
020100206,1108,6
020100207,973,3
020100208,868,4
020100301,612,4
020100302,836,4
020100303,803,5
020100304,588,5
020100305,806,2
020100306,717,2
020100307,910,3
020100308,1006,4
020100401,1036,7
020100402,1105,5
020100403,879,5
020100404,814,5
020100405,789,6
020100406,655,6
020100407,775,4
020100408,717,4
020100409,774,4
020100501,700,3
020100502,723,3
020100503,936,4
020100504,921,3
020100505,826,3
020100506,853,2
020100507,855,2
020100508,962,4
020100509,693,3
020100510,805,2
020100511,703,4
020100512,767,4
020100513,820,3
020100514,737,4
020100601,662,4
020100602,682,4
020100603,1071,2
020100604,868,5
020100605,876,3
020100606,851,4
020100607,831,5
020100608,866,4
020100609,965,5
020100610,1100,3
020100611,786,5
020100612,717,4
020100613,1043,3
020100701,1142,4
020100702,1068,5
020100703,1223,3
020100704,1133,3
020100705,843,2
020100706,960,5
020100707,1514,4
020100708,1047,4
020100709,959,3
020100710,1115,3
020100801,1085,4
020100802,1208,2
020100803,800,4
020100804,1021,4
020100805,848,4
020100806,882,5
020100807,1154,5
020100808,1121,3
020100809,800,3
020100901,838,2
020100902,899,3
020100903,831,3
020100904,840,4
020100905,1001,4
020100906,992,4
020100907,885,4
020100908,737,4
020100909,685,6
020100910,801,3
020101001,745,4
020101002,1127,3
020101003,967,5
020101004,780,6
020101005,889,3
020101006,908,7
020101007,824,5
020101008,733,5
020101009,957,3
020101010,726,4
020101011,810,3
020101012,900,3
020101101,850,2
020101102,1113,3
020101103,856,3
020101104,1021,2
020101105,944,4
020101106,510,2
020101107,1079,3
020101108,839,3
020101109,1085,4
020101110,678,4
020101111,645,4
020101201,1006,6
020101202,875,5
020101203,807,3
020101204,629,2
020101205,605,2
020101206,601,3
020101207,659,4
020101208,753,4
020101209,737,4
020101210,612,3
020101301,718,3
020101302,753,4
020101303,725,2
020101304,605,5
020101305,810,3
020101306,840,3
020101307,722,3
020101308,785,5
020101309,726,4
020101310,593,5
020101311,619,5
020101312,601,5
020101401,902,3
020101402,925,3
020101403,813,2
020101404,832,5
020101405,719,6
020101406,593,4
020101407,835,4
020101408,599,2
020101409,887,3
020101410,839,6
020101411,709,2
020101501,633,3
020101502,918,4
020101503,557,2
020101504,676,3
020101505,820,5
020101506,613,4
020101507,526,2
020101508,1073,2
020101509,1223,2
020101601,671,5
020101602,1077,3
020101603,778,2
020101604,873,5
020101605,1051,6
020101606,1006,6
020101607,782,5
020101608,853,3
020101609,953,2
020101701,748,6
020101702,844,5
020101703,944,3
020101704,1083,6
020101705,1061,4
020101706,872,4
020101707,875,3
020101708,694,4
020101709,638,5
020101710,741,5
020101801,736,3
020101802,755,4
020101803,780,3
020101804,1114,4
020101805,779,3
020101806,606,4
020101807,785,3
020101808,596,6
020101809,1284,6
020101810,516,4
020101811,663,2
020101812,808,4
020101901,563,2
020101902,1094,2
020101903,1100,1
020101904,788,3
020101905,822,5
020101906,858,2
020101907,775,3
020101908,512,4
020101909,729,3
020101910,1008,2
020101911,919,6
020101912,1137,5
020110101,1032,5
020110102,933,6
020110103,720,4
020110104,846,5
020110105,587,5
020110106,802,3
020110107,720,5
020110108,675,5
020110109,781,4
020110110,822,6
020110111,895,7
020110112,676,6
020110201,836,5
020110202,973,6
020110203,739,7
020110204,555,6
020110205,1066,7
020110206,981,7
020110207,841,7
020110208,883,7
020110209,665,7
020110210,1022,9
020110211,837,9
020110301,693,10
020110302,800,9
020110303,687,8
020110304,619,8
020110305,565,8
020110306,755,6
020110307,789,6
020110308,757,6
020110309,734,6
020110310,773,9
020110311,740,6
020110312,775,7
020110401,829,8
020110402,786,9
020110403,739,7
020110404,948,8
020110405,777,7
020110406,644,8
020110407,727,8
020110408,700,8
020110409,828,7
020110410,691,5
020110411,931,6
020110412,883,5
020110413,795,6
020110501,704,6
020110502,867,7
020110503,977,5
020110504,624,6
020110505,854,4
020110506,876,4
020110507,754,6
020110508,862,4
020110509,842,4
020110510,811,4
020110601,698,5
020110602,967,7
020110603,819,6
020110604,916,5
020110605,732,3
020110606,855,2
020110607,895,5
020110608,740,3
020110609,865,2
020110610,799,2
020110611,859,2
020110701,2218,1
020110702,884,5
020110703,786,4
020110704,936,4
020110705,965,5
020110706,791,6
020110707,796,5
020110708,691,6
020110709,808,6
020110710,817,6
020110711,807,5
020110712,854,3
020110801,886,7
020110802,896,6
020110803,519,5
020110804,724,5
020110805,658,5
020110806,992,7
020110807,992,6
020110808,973,6
020110809,823,5
020110901,873,8
020110902,807,7
020110903,1008,8
020110904,659,6
020110905,737,4
020110906,579,7
020110907,788,5
020110908,866,8
020110909,529,3
020110910,671,5
020110911,586,4
020110912,658,6
020111001,724,6
020111002,956,7
020111003,715,7
020111004,956,8
020111005,942,6
020111006,982,7
020111007,982,7
020111008,748,6
020111009,757,7
020111010,713,6
020111101,827,5
020111102,888,6
020111103,953,4
020111104,294,2
020111105,952,5
020111106,1017,3
020111107,878,4
020111108,867,4
020111109,906,3
020111201,580,7
020111202,587,5
020111203,1009,5
020111204,622,5
020111205,655,7
020111206,881,5
020111207,664,4
020111208,756,4
020111209,596,6
020111210,604,5
020111301,709,5
020111302,819,4
020111303,717,3
020111304,763,5
020111305,892,5
020111306,955,5
020111307,813,5
020111308,712,6
020111309,994,6
020111310,656,5
020111311,846,5
020111401,972,4
020111402,819,4
020111403,1008,5
020111404,699,4
020111405,970,6
020111406,1045,3
020111407,1649,4
020111501,990,4
020111502,914,6
020111503,1025,2
020111504,972,6
020111505,794,5
020111506,887,7
020111507,672,7
020111508,843,4
020111509,816,3
020111510,917,6
020111511,1057,3
020111601,897,6
020111602,889,6
020111603,678,5
020111604,667,4
020111605,769,2
020111606,810,7
020111607,838,4
020111608,1016,3
020111609,646,5
020111610,666,4
020111701,821,5
020111702,815,3
020111703,884,6
020111704,933,3
